x_rel_mm,y_rel_mm,value
40,-98,1.969412
38,-98,1.969996
36,-98,1.977037
34,-98,1.977012
32,-98,1.960233
30,-98,1.959688
28,-98,1.961705
26,-98,1.96238
24,-98,1.958694
22,-98,1.959531
20,-98,1.971542
18,-98,1.977331
16,-98,1.965507
14,-98,1.96864
12,-98,1.963785
10,-98,1.968411
8,-98,1.971069
6,-98,1.964636
4,-98,1.953731
2,-98,1.963154
0,-98,1.956253
-2,-98,1.960188
-4,-98,1.961057
-6,-98,1.955525
-8,-98,1.965265
-10,-98,1.962342
-12,-98,1.970045
-14,-98,1.973823
-16,-98,1.962248
-18,-98,1.957606
-20,-98,1.966286
-22,-98,1.963227
-24,-98,1.976258
-26,-98,1.961563
-28,-98,1.964383
-30,-98,1.964447
-32,-98,1.960447
-34,-98,1.978982
-36,-98,1.986299
-38,-98,1.98083
-40,-98,1.974387
-42,-98,1.152969
-44,-98,1.166337
-46,-98,1.132312
-48,-98,1.14813
-50,-98,1.145526
-52,-98,1.140306
-54,-98,1.144007
-56,-98,1.146807
-58,-98,1.160197
-60,-98,1.15597
-62,-98,1.137316
-64,-98,1.149281
-66,-98,1.149287
-68,-98,1.145355
-70,-98,1.145919
-72,-98,1.147575
-74,-98,1.146924
-76,-98,1.157896
-78,-98,1.136078
-80,-98,1.212131
-82,-98,1.209608
-84,-98,1.248594
-86,-98,1.144828
-88,-98,1.139486
-90,-98,1.153946
-92,-98,1.149869
-94,-98,1.150514
-96,-98,1.145153
-98,-98,1.136764
-100,-98,1.13653
-102,-98,1.123967
-100,-100,1.130035
-98,-100,1.127399
-96,-100,1.141254
-94,-100,1.168945
-92,-100,1.135216
-90,-100,1.151613
-88,-100,1.154691
-86,-100,1.196259
-84,-100,1.190139
-82,-100,1.169305
-80,-100,1.196506
-78,-100,1.213602
-76,-100,1.157535
-74,-100,1.158178
-72,-100,1.148547
-70,-100,1.149465
-68,-100,1.148823
-66,-100,1.142865
-64,-100,1.159181
-62,-100,1.143459
-60,-100,1.144558
-58,-100,1.162457
-56,-100,1.138274
-54,-100,1.137123
-52,-100,1.134968
-50,-100,1.147178
-48,-100,1.146864
-46,-100,1.136159
-44,-100,1.11793
-42,-100,1.152594
-40,-100,1.976695
-38,-100,1.977417
-36,-100,1.977071
-34,-100,1.978919
-32,-100,1.956571
-30,-100,1.971468
-28,-100,1.959517
-26,-100,1.969728
-24,-100,1.976401
-22,-100,1.966266
-20,-100,1.965653
-18,-100,1.959589
-16,-100,1.959844
-14,-100,1.97422
-12,-100,1.964365
-10,-100,1.963605
-8,-100,1.958635
-6,-100,1.955707
-4,-100,1.96249
-2,-100,1.966248
0,-100,1.960149
2,-100,1.963941
4,-100,1.954517
6,-100,1.960104
8,-100,1.969184
10,-100,1.960482
12,-100,1.966217
14,-100,1.96345
16,-100,1.969652
18,-100,1.972627
20,-100,1.972196
22,-100,1.955925
24,-100,1.95705
26,-100,1.95941
28,-100,1.964089
30,-100,1.961002
32,-100,1.959855
34,-100,1.972592
36,-100,1.973508
38,-100,1.970599
40,-100,1.9681
42,-100,1.198115
44,-100,1.146107
46,-100,1.144616
48,-100,1.145971
50,-100,1.148829
52,-100,1.150835
54,-100,1.168814
56,-100,1.156593
58,-100,1.16944
60,-100,1.168497
62,-100,1.156848
64,-100,1.130014
66,-100,1.222175
68,-100,1.219734
70,-100,1.215625
72,-100,1.169656
74,-100,1.152953
76,-100,1.170571
78,-100,1.166983
80,-100,1.171448
82,-100,1.161123
84,-100,1.162579
86,-100,1.154925
88,-100,1.140877
90,-100,1.131337
92,-100,1.160706
94,-100,1.185142
96,-100,1.149831
98,-100,1.13918
100,-100,1.138998
98,-102,1.149488
96,-102,1.172831
94,-102,1.152752
92,-102,1.18167
90,-102,1.158479
88,-102,1.144199
86,-102,1.162069
84,-102,1.165517
82,-102,1.170809
80,-102,1.178701
78,-102,1.156421
76,-102,1.145104
74,-102,1.192195
72,-102,1.168359
70,-102,1.123543
68,-102,1.229246
66,-102,1.190484
64,-102,1.215819
62,-102,1.271567
60,-102,1.155147
58,-102,1.168494
56,-102,1.137762
54,-102,1.170238
52,-102,1.171183
50,-102,1.164455
48,-102,1.15443
46,-102,1.156406
44,-102,1.156724
42,-102,1.165864
40,-102,1.966459
38,-102,1.974585
36,-102,1.973036
34,-102,1.97449
32,-102,1.960742
30,-102,1.964265
28,-102,1.963186
26,-102,1.954473
24,-102,1.953051
22,-102,1.958426
20,-102,1.9707
18,-102,1.970082
16,-102,1.970905
14,-102,1.964139
12,-102,1.971916
10,-102,1.9565
8,-102,1.969551
6,-102,1.959577
4,-102,1.960058
2,-102,1.959608
0,-102,1.969324
-2,-102,1.968298
-4,-102,1.973995
-6,-102,1.958232
-8,-102,1.961488
-10,-102,1.963125
-12,-102,1.97012
-14,-102,1.970801
-16,-102,1.963727
-18,-102,1.965221
-20,-102,1.965942
-22,-102,1.968118
-24,-102,1.977943
-26,-102,1.970178
-28,-102,1.969895
-30,-102,1.969408
-32,-102,1.95857
-34,-102,1.976019
-36,-102,1.97492
-38,-102,1.978198
-40,-102,1.974845
-42,-102,1.155839
-44,-102,1.269122
-46,-102,1.142349
-48,-102,1.13362
-50,-102,1.161285
-52,-102,1.163882
-54,-102,1.14073
-56,-102,1.140488
-58,-102,1.147598
-60,-102,1.141081
-62,-102,1.153186
-64,-102,1.138594
-66,-102,1.145437
-68,-102,1.145265
-70,-102,1.132104
-72,-102,1.138848
-74,-102,1.159465
-76,-102,1.157881
-78,-102,1.166452
-80,-102,1.10821
-82,-102,1.241483
-84,-102,1.203939
-86,-102,1.170534
-88,-102,1.178764
-90,-102,1.166671
-92,-102,1.179997
-94,-102,1.147139
-96,-102,1.143392
-98,-102,1.143098
-96,-104,1.155972
-94,-104,1.153651
-92,-104,1.131108
-90,-104,1.256445
-88,-104,1.162673
-86,-104,1.153256
-84,-104,1.164606
-82,-104,1.235993
-80,-104,1.150312
-78,-104,1.150588
-76,-104,1.141005
-74,-104,1.150824
-72,-104,1.162642
-70,-104,1.167307
-68,-104,1.173781
-66,-104,1.178632
-64,-104,1.146245
-62,-104,1.145057
-60,-104,1.158884
-58,-104,1.175084
-56,-104,1.160953
-54,-104,1.157125
-52,-104,1.148838
-50,-104,1.144127
-48,-104,1.153609
-46,-104,1.161549
-44,-104,1.14779
-42,-104,1.155042
-40,-104,1.976903
-38,-104,1.97767
-36,-104,1.97787
-34,-104,1.969095
-32,-104,1.961936
-30,-104,1.967078
-28,-104,1.96626
-26,-104,1.964813
-24,-104,1.974274
-22,-104,1.97159
-20,-104,1.973136
-18,-104,1.979123
-16,-104,1.960231
-14,-104,1.969883
-12,-104,1.967861
-10,-104,1.961553
-8,-104,1.960573
-6,-104,1.960773
-4,-104,1.974687
-2,-104,1.973065
0,-104,1.964229
2,-104,1.964091
4,-104,1.958702
6,-104,1.957358
8,-104,1.963677
10,-104,1.953528
12,-104,1.96873
14,-104,1.966042
16,-104,1.969821
18,-104,1.956144
20,-104,1.962258
22,-104,1.956308
24,-104,1.950549
26,-104,1.957586
28,-104,1.958136
30,-104,1.95803
32,-104,1.960211
34,-104,1.969278
36,-104,1.970241
38,-104,1.969077
40,-104,1.966602
42,-104,1.219007
44,-104,1.153386
46,-104,1.146637
48,-104,1.170555
50,-104,1.156396
52,-104,1.16911
54,-104,1.186695
56,-104,1.158876
58,-104,1.148401
60,-104,1.148969
62,-104,1.161443
64,-104,1.260677
66,-104,1.251207
68,-104,1.212031
70,-104,1.159093
72,-104,1.158967
74,-104,1.185095
76,-104,1.151715
78,-104,1.158167
80,-104,1.177728
82,-104,1.147379
84,-104,1.152767
86,-104,1.16519
88,-104,1.162049
90,-104,1.168914
92,-104,1.183434
94,-104,1.13427
96,-104,1.161208
94,-106,1.183937
92,-106,1.152265
90,-106,1.159415
88,-106,1.161734
86,-106,1.158132
84,-106,1.167133
82,-106,1.155159
80,-106,1.168885
78,-106,1.157577
76,-106,1.162467
74,-106,1.162841
72,-106,1.161458
70,-106,1.154166
68,-106,1.193291
66,-106,1.263916
64,-106,1.218128
62,-106,1.239934
60,-106,1.151631
58,-106,1.172776
56,-106,1.164189
54,-106,1.179352
52,-106,1.141133
50,-106,1.159151
48,-106,1.159107
46,-106,1.144127
44,-106,1.155508
42,-106,1.232103
40,-106,1.969751
38,-106,1.972306
36,-106,1.970288
34,-106,1.96851
32,-106,1.957843
30,-106,1.95619
28,-106,1.953278
26,-106,1.95835
24,-106,1.953705
22,-106,1.955846
20,-106,1.96482
18,-106,1.961992
16,-106,1.968615
14,-106,1.965196
12,-106,1.971638
10,-106,1.955963
8,-106,1.964333
6,-106,1.965413
4,-106,1.9629
2,-106,1.966349
0,-106,1.968647
-2,-106,1.97537
-4,-106,1.98083
-6,-106,1.965215
-8,-106,1.96346
-10,-106,1.965357
-12,-106,1.968075
-14,-106,1.966063
-16,-106,1.962718
-18,-106,1.972404
-20,-106,1.970246
-22,-106,1.972616
-24,-106,1.970031
-26,-106,1.963961
-28,-106,1.96768
-30,-106,1.969561
-32,-106,1.961006
-34,-106,1.97068
-36,-106,1.968951
-38,-106,1.975947
-40,-106,1.972898
-42,-106,1.156811
-44,-106,1.138713
-46,-106,1.095755
-48,-106,1.162232
-50,-106,1.143043
-52,-106,1.15243
-54,-106,1.151817
-56,-106,1.151094
-58,-106,1.173183
-60,-106,1.125374
-62,-106,1.150141
-64,-106,1.156032
-66,-106,1.158656
-68,-106,1.139107
-70,-106,1.138409
-72,-106,1.141008
-74,-106,1.155048
-76,-106,1.151051
-78,-106,1.17222
-80,-106,1.130643
-82,-106,1.124715
-84,-106,1.228173
-86,-106,1.198254
-88,-106,1.152539
-90,-106,1.195551
-92,-106,1.262227
-94,-106,1.16077
-92,-108,1.231928
-90,-108,1.183807
-88,-108,1.15409
-86,-108,1.147074
-84,-108,1.231973
-82,-108,1.123509
-80,-108,1.142622
-78,-108,1.157792
-76,-108,1.191918
-74,-108,1.174751
-72,-108,1.154724
-70,-108,1.154847
-68,-108,1.164106
-66,-108,1.143015
-64,-108,1.147696
-62,-108,1.133303
-60,-108,1.144106
-58,-108,1.144593
-56,-108,1.136035
-54,-108,1.133868
-52,-108,1.144535
-50,-108,1.119928
-48,-108,1.141718
-46,-108,1.132746
-44,-108,1.128903
-42,-108,1.143369
-40,-108,1.179798
-38,-108,1.181032
-36,-108,1.172482
-34,-108,1.22707
-32,-108,1.181461
-30,-108,1.163713
-28,-108,1.151864
-26,-108,1.17268
-24,-108,1.184055
-22,-108,1.173676
-20,-108,1.174011
-18,-108,1.179235
-16,-108,1.151535
-14,-108,1.161805
-12,-108,1.160764
-10,-108,1.158189
-8,-108,1.154555
-6,-108,1.155457
-4,-108,1.162017
-2,-108,1.17381
0,-108,1.303235
2,-108,1.169734
4,-108,1.174538
6,-108,1.172409
8,-108,1.168396
10,-108,1.184546
12,-108,1.177405
14,-108,1.159293
16,-108,1.174118
18,-108,1.197586
20,-108,1.200132
22,-108,1.148896
24,-108,1.157947
26,-108,1.165782
28,-108,1.176697
30,-108,1.153295
32,-108,1.163434
34,-108,1.168038
36,-108,1.192156
38,-108,1.187861
40,-108,1.18548
42,-108,1.18025
44,-108,1.132564
46,-108,1.129217
48,-108,1.132353
50,-108,1.135407
52,-108,1.138863
54,-108,1.146688
56,-108,1.142555
58,-108,1.139222
60,-108,1.113123
62,-108,1.080052
64,-108,1.244077
66,-108,1.110452
68,-108,1.133925
70,-108,1.148238
72,-108,1.160679
74,-108,1.168082
76,-108,1.171381
78,-108,1.168089
80,-108,1.164082
82,-108,1.155485
84,-108,1.161289
86,-108,1.168766
88,-108,1.168428
90,-108,1.171532
92,-108,1.176766
88,-110,1.188103
86,-110,1.17734
84,-110,1.159485
82,-110,1.224774
80,-110,1.15033
78,-110,1.161063
76,-110,1.163109
74,-110,1.159097
72,-110,1.158971
70,-110,1.152635
68,-110,1.147852
66,-110,1.154051
64,-110,1.185228
62,-110,1.158259
60,-110,1.156631
58,-110,1.149417
56,-110,1.169113
54,-110,1.149777
52,-110,1.156862
50,-110,1.175237
48,-110,1.131995
46,-110,1.152011
44,-110,1.14468
42,-110,1.184618
40,-110,1.147001
38,-110,1.149343
36,-110,1.162414
34,-110,1.211325
32,-110,1.150097
30,-110,1.158266
28,-110,1.163026
26,-110,1.175898
24,-110,1.151657
22,-110,1.163926
20,-110,1.162625
18,-110,1.163583
16,-110,1.166145
14,-110,1.167803
12,-110,1.156362
10,-110,1.16908
8,-110,1.164478
6,-110,1.168685
4,-110,1.167096
2,-110,1.175766
0,-110,1.169396
-2,-110,1.204873
-4,-110,1.176337
-6,-110,1.167418
-8,-110,1.164597
-10,-110,1.174352
-12,-110,1.175872
-14,-110,1.176888
-16,-110,1.184326
-18,-110,1.187478
-20,-110,1.182662
-22,-110,1.18658
-24,-110,1.173114
-26,-110,1.187292
-28,-110,1.18152
-30,-110,1.188592
-32,-110,1.175455
-34,-110,1.156768
-36,-110,1.160858
-38,-110,1.146869
-40,-110,1.153624
-42,-110,1.163222
-44,-110,1.180863
-46,-110,1.144337
-48,-110,1.130159
-50,-110,1.152861
-52,-110,1.157347
-54,-110,1.181391
-56,-110,1.179225
-58,-110,1.168661
-60,-110,1.167186
-62,-110,1.156364
-64,-110,1.164828
-66,-110,1.171846
-68,-110,1.149968
-70,-110,1.145463
-72,-110,1.174895
-74,-110,1.138484
-76,-110,1.130284
-78,-110,1.142993
-80,-110,1.177604
-82,-110,1.126254
-84,-110,1.157501
-86,-110,1.134624
-88,-110,1.127586
-86,-112,1.164092
-84,-112,1.132048
-82,-112,1.160929
-80,-112,1.131502
-78,-112,1.134126
-76,-112,1.132836
-74,-112,1.140676
-72,-112,1.151301
-70,-112,1.141429
-68,-112,1.161203
-66,-112,1.139564
-64,-112,1.153356
-62,-112,1.168987
-60,-112,1.152456
-58,-112,1.146677
-56,-112,1.125918
-54,-112,1.161401
-52,-112,1.160808
-50,-112,1.158051
-48,-112,1.158208
-46,-112,1.181416
-44,-112,1.159877
-42,-112,1.156737
-40,-112,1.134599
-38,-112,1.133944
-36,-112,1.145866
-34,-112,1.13835
-32,-112,1.148695
-30,-112,1.154013
-28,-112,1.150302
-26,-112,1.14582
-24,-112,1.16173
-22,-112,1.166045
-20,-112,1.145949
-18,-112,1.150886
-16,-112,1.153369
-14,-112,1.155777
-12,-112,1.158205
-10,-112,1.158505
-8,-112,1.137474
-6,-112,1.17121
-4,-112,1.162134
-2,-112,1.161495
0,-112,1.185227
2,-112,1.145479
4,-112,1.165121
6,-112,1.179017
8,-112,1.163034
10,-112,1.157391
12,-112,1.158778
14,-112,1.162428
16,-112,1.152089
18,-112,1.163306
20,-112,1.156688
22,-112,1.164106
24,-112,1.141296
26,-112,1.163732
28,-112,1.176249
30,-112,1.162619
32,-112,1.153606
34,-112,1.160033
36,-112,1.150848
38,-112,1.167844
40,-112,1.155297
42,-112,1.177895
44,-112,1.157159
46,-112,1.154328
48,-112,1.159579
50,-112,1.158917
52,-112,1.148959
54,-112,1.182546
56,-112,1.150863
58,-112,1.15637
60,-112,1.177021
62,-112,1.16561
64,-112,1.159528
66,-112,1.151544
68,-112,1.171173
70,-112,1.165924
72,-112,1.170988
74,-112,1.178333
76,-112,1.156836
78,-112,1.192028
80,-112,1.169644
82,-112,1.247765
84,-112,1.226066
86,-112,1.177019
84,-114,1.179909
82,-114,1.218619
80,-114,1.180882
78,-114,1.144411
76,-114,1.148235
74,-114,1.170343
72,-114,1.163597
70,-114,1.159666
68,-114,1.189399
66,-114,1.162061
64,-114,1.157268
62,-114,1.170626
60,-114,1.165967
58,-114,1.168305
56,-114,1.154346
54,-114,1.176731
52,-114,1.160028
50,-114,1.15051
48,-114,1.15448
46,-114,1.142457
44,-114,1.16948
42,-114,1.22098
40,-114,1.15566
38,-114,1.168755
36,-114,1.139575
34,-114,1.144552
32,-114,1.147919
30,-114,1.138213
28,-114,1.14797
26,-114,1.150798
24,-114,1.157685
22,-114,1.141464
20,-114,1.164722
18,-114,1.162288
16,-114,1.166154
14,-114,1.15795
12,-114,1.159457
10,-114,1.15911
8,-114,1.165528
6,-114,1.190644
4,-114,1.162267
2,-114,1.141333
0,-114,1.202771
-2,-114,1.1545
-4,-114,1.153306
-6,-114,1.211897
-8,-114,1.157519
-10,-114,1.158814
-12,-114,1.161132
-14,-114,1.147354
-16,-114,1.162883
-18,-114,1.17558
-20,-114,1.150999
-22,-114,1.170651
-24,-114,1.161724
-26,-114,1.159638
-28,-114,1.137958
-30,-114,1.159963
-32,-114,1.149865
-34,-114,1.142408
-36,-114,1.126767
-38,-114,1.142733
-40,-114,1.140122
-42,-114,1.151328
-44,-114,1.152884
-46,-114,1.154566
-48,-114,1.148678
-50,-114,1.157482
-52,-114,1.155295
-54,-114,1.190666
-56,-114,1.151353
-58,-114,1.165406
-60,-114,1.166208
-62,-114,1.14619
-64,-114,1.141796
-66,-114,1.147601
-68,-114,1.140265
-70,-114,1.139067
-72,-114,1.156567
-74,-114,1.145574
-76,-114,1.161265
-78,-114,1.146314
-80,-114,1.141718
-82,-114,1.159207
-84,-114,1.146063
-80,-116,1.118597
-78,-116,1.148323
-76,-116,1.153895
-74,-116,1.154544
-72,-116,1.168966
-70,-116,1.149173
-68,-116,1.149854
-66,-116,1.133979
-64,-116,1.151898
-62,-116,1.154451
-60,-116,1.162014
-58,-116,1.156652
-56,-116,1.149377
-54,-116,1.180546
-52,-116,1.15201
-50,-116,1.154142
-48,-116,1.16148
-46,-116,1.156659
-44,-116,1.146908
-42,-116,1.156592
-40,-116,1.150821
-38,-116,1.155941
-36,-116,1.170409
-34,-116,1.146221
-32,-116,1.141342
-30,-116,1.130915
-28,-116,1.145639
-26,-116,1.169588
-24,-116,1.171593
-22,-116,1.156117
-20,-116,1.151389
-18,-116,1.169666
-16,-116,1.168828
-14,-116,1.155436
-12,-116,1.144656
-10,-116,1.173887
-8,-116,1.152561
-6,-116,1.174566
-4,-116,1.156048
-2,-116,1.159443
0,-116,1.17096
2,-116,1.167266
4,-116,1.147601
6,-116,1.169308
8,-116,1.160645
10,-116,1.153014
12,-116,1.151188
14,-116,1.167492
16,-116,1.1735
18,-116,1.164221
20,-116,1.153553
22,-116,1.147203
24,-116,1.16278
26,-116,1.152832
28,-116,1.152672
30,-116,1.161708
32,-116,1.152893
34,-116,1.157037
36,-116,1.148929
38,-116,1.172136
40,-116,1.148678
42,-116,1.224485
44,-116,1.162681
46,-116,1.157301
48,-116,1.145577
50,-116,1.141597
52,-116,1.151785
54,-116,1.181429
56,-116,1.144479
58,-116,1.166729
60,-116,1.169718
62,-116,1.161189
64,-116,1.157637
66,-116,1.156755
68,-116,1.172591
70,-116,1.158048
72,-116,1.170574
74,-116,1.178437
76,-116,1.139332
78,-116,1.24513
80,-116,1.24051
78,-118,1.219966
76,-118,1.212297
74,-118,1.174073
72,-118,1.169483
70,-118,1.17919
68,-118,1.170081
66,-118,1.164709
64,-118,1.167083
62,-118,1.174104
60,-118,1.168563
58,-118,1.150025
56,-118,1.18124
54,-118,1.186262
52,-118,1.150955
50,-118,1.16571
48,-118,1.173007
46,-118,1.16078
44,-118,1.148142
42,-118,1.171369
40,-118,1.255877
38,-118,1.13877
36,-118,1.13895
34,-118,1.154929
32,-118,1.1515
30,-118,1.195682
28,-118,1.151605
26,-118,1.161918
24,-118,1.147644
22,-118,1.161099
20,-118,1.152321
18,-118,1.166605
16,-118,1.17864
14,-118,1.154002
12,-118,1.161305
10,-118,1.143353
8,-118,1.160482
6,-118,1.17003
4,-118,1.158625
2,-118,1.170013
0,-118,1.161238
-2,-118,1.141981
-4,-118,1.1456
-6,-118,1.162033
-8,-118,1.141818
-10,-118,1.149806
-12,-118,1.150127
-14,-118,1.140424
-16,-118,1.151902
-18,-118,1.168312
-20,-118,1.162256
-22,-118,1.155583
-24,-118,1.157431
-26,-118,1.15763
-28,-118,1.180659
-30,-118,1.164152
-32,-118,1.15032
-34,-118,1.147416
-36,-118,1.157668
-38,-118,1.128618
-40,-118,1.156673
-42,-118,1.171383
-44,-118,1.159896
-46,-118,1.169448
-48,-118,1.165699
-50,-118,1.154615
-52,-118,1.143373
-54,-118,1.163869
-56,-118,1.162456
-58,-118,1.150994
-60,-118,1.155981
-62,-118,1.158903
-64,-118,1.149829
-66,-118,1.131016
-68,-118,1.133138
-70,-118,1.141911
-72,-118,1.140308
-74,-118,1.152665
-76,-118,1.147911
-78,-118,1.144131
-74,-120,1.137992
-72,-120,1.149665
-70,-120,1.142225
-68,-120,1.137818
-66,-120,1.157269
-64,-120,1.153991
-62,-120,1.165144
-60,-120,1.147071
-58,-120,1.152613
-56,-120,1.146552
-54,-120,1.166497
-52,-120,1.143015
-50,-120,1.156108
-48,-120,1.175033
-46,-120,1.177537
-44,-120,1.177187
-42,-120,1.16798
-40,-120,1.137608
-38,-120,1.149676
-36,-120,1.146851
-34,-120,1.156174
-32,-120,1.144898
-30,-120,1.158141
-28,-120,1.142365
-26,-120,1.143718
-24,-120,1.142326
-22,-120,1.151379
-20,-120,1.142511
-18,-120,1.150063
-16,-120,1.166349
-14,-120,1.154964
-12,-120,1.169265
-10,-120,1.160601
-8,-120,1.158827
-6,-120,1.155965
-4,-120,1.157232
-2,-120,1.181351
0,-120,1.153198
2,-120,1.136328
4,-120,1.146872
6,-120,1.203984
8,-120,1.152317
10,-120,1.147932
12,-120,1.157168
14,-120,1.164749
16,-120,1.174243
18,-120,1.138982
20,-120,1.159244
22,-120,1.146942
24,-120,1.153011
26,-120,1.161526
28,-120,1.160037
30,-120,1.191675
32,-120,1.14705
34,-120,1.161106
36,-120,1.140762
38,-120,1.18009
40,-120,1.243043
42,-120,1.202385
44,-120,1.172584
46,-120,1.162709
48,-120,1.15175
50,-120,1.155833
52,-120,1.162321
54,-120,1.173504
56,-120,1.136684
58,-120,1.147994
60,-120,1.172286
62,-120,1.165158
64,-120,1.169171
66,-120,1.16181
68,-120,1.17509
70,-120,1.175355
72,-120,1.17881
74,-120,1.165224
72,-122,1.234235
70,-122,1.227151
68,-122,1.16565
66,-122,1.161507
64,-122,1.165115
62,-122,1.156204
60,-122,1.176973
58,-122,1.155508
56,-122,1.183371
54,-122,1.155238
52,-122,1.166096
50,-122,1.160668
48,-122,1.176833
46,-122,1.176684
44,-122,1.181039
42,-122,1.178804
40,-122,1.203722
38,-122,1.244464
36,-122,1.134171
34,-122,1.201424
32,-122,1.166196
30,-122,1.165274
28,-122,1.153619
26,-122,1.171071
24,-122,1.181453
22,-122,1.134522
20,-122,1.156861
18,-122,1.168179
16,-122,1.149149
14,-122,1.164068
12,-122,1.148452
10,-122,1.16144
8,-122,1.147716
6,-122,1.164769
4,-122,1.166553
2,-122,1.186792
0,-122,1.189491
-2,-122,1.175417
-4,-122,1.16291
-6,-122,1.179786
-8,-122,1.183296
-10,-122,1.191971
-12,-122,1.173501
-14,-122,1.204941
-16,-122,1.18696
-18,-122,1.171133
-20,-122,1.145295
-22,-122,1.165611
-24,-122,1.153305
-26,-122,1.164768
-28,-122,1.164372
-30,-122,1.145523
-32,-122,1.147711
-34,-122,1.169334
-36,-122,1.160863
-38,-122,1.162314
-40,-122,1.172634
-42,-122,1.168843
-44,-122,1.187464
-46,-122,1.16257
-48,-122,1.137047
-50,-122,1.18687
-52,-122,1.151242
-54,-122,1.121409
-56,-122,1.10995
-58,-122,1.131409
-60,-122,1.146496
-62,-122,1.13553
-64,-122,1.156557
-66,-122,1.129882
-68,-122,1.180202
-70,-122,1.127042
-72,-122,1.136966
-68,-124,1.134499
-66,-124,1.189442
-64,-124,1.161235
-62,-124,1.147766
-60,-124,1.128216
-58,-124,1.172474
-56,-124,1.149445
-54,-124,1.141387
-52,-124,1.14513
-50,-124,1.155892
-48,-124,1.18915
-46,-124,1.181945
-44,-124,1.178595
-42,-124,1.166605
-40,-124,1.157442
-38,-124,1.155886
-36,-124,1.166193
-34,-124,1.151262
-32,-124,1.15583
-30,-124,1.146122
-28,-124,1.15039
-26,-124,1.152475
-24,-124,1.165249
-22,-124,1.158034
-20,-124,1.165402
-18,-124,1.172461
-16,-124,1.165692
-14,-124,1.166406
-12,-124,1.151638
-10,-124,1.161914
-8,-124,1.164575
-6,-124,1.168688
-4,-124,1.154209
-2,-124,1.156166
0,-124,1.159605
2,-124,1.162105
4,-124,1.149647
6,-124,1.15888
8,-124,1.148491
10,-124,1.168644
12,-124,1.157418
14,-124,1.157394
16,-124,1.135718
18,-124,1.167494
20,-124,1.166527
22,-124,1.162367
24,-124,1.140973
26,-124,1.14432
28,-124,1.143627
30,-124,1.166281
32,-124,1.160615
34,-124,1.166548
36,-124,1.219074
38,-124,1.237651
40,-124,1.246463
42,-124,1.221943
44,-124,1.16093
46,-124,1.178016
48,-124,1.149446
50,-124,1.167642
52,-124,1.167172
54,-124,1.150254
56,-124,1.155489
58,-124,1.180011
60,-124,1.164939
62,-124,1.150447
64,-124,1.190694
66,-124,1.176902
68,-124,1.16894
64,-126,1.181019
62,-126,1.17396
60,-126,1.174871
58,-126,1.153292
56,-126,1.167139
54,-126,1.167989
52,-126,1.173666
50,-126,1.176824
48,-126,1.161721
46,-126,1.173873
44,-126,1.167164
42,-126,1.151578
40,-126,1.270173
38,-126,1.23622
36,-126,1.252147
34,-126,1.160099
32,-126,1.153094
30,-126,1.154407
28,-126,1.155679
26,-126,1.151436
24,-126,1.157492
22,-126,1.156515
20,-126,1.168486
18,-126,1.141283
16,-126,1.140454
14,-126,1.145593
12,-126,1.154339
10,-126,1.174137
8,-126,1.16124
6,-126,1.170762
4,-126,1.140042
2,-126,1.159185
0,-126,1.137316
-2,-126,1.167072
-4,-126,1.162398
-6,-126,1.160674
-8,-126,1.156225
-10,-126,1.154601
-12,-126,1.152748
-14,-126,1.136211
-16,-126,1.147395
-18,-126,1.195155
-20,-126,1.143271
-22,-126,1.153583
-24,-126,1.152375
-26,-126,1.13886
-28,-126,1.149628
-30,-126,1.136412
-32,-126,1.152802
-34,-126,1.140526
-36,-126,1.167781
-38,-126,1.177504
-40,-126,1.147834
-42,-126,1.161002
-44,-126,1.151401
-46,-126,1.150142
-48,-126,1.157309
-50,-126,1.147689
-52,-126,1.156506
-54,-126,1.155342
-56,-126,1.160148
-58,-126,1.145371
-60,-126,1.140058
-62,-126,1.124554
-64,-126,1.150078
-60,-128,1.134129
-58,-128,1.133555
-56,-128,1.148835
-54,-128,1.133116
-52,-128,1.152782
-50,-128,1.15533
-48,-128,1.152673
-46,-128,1.168121
-44,-128,1.155031
-42,-128,1.162294
-40,-128,1.163147
-38,-128,1.183735
-36,-128,1.166373
-34,-128,1.14158
-32,-128,1.148296
-30,-128,1.154518
-28,-128,1.180742
-26,-128,1.148446
-24,-128,1.147423
-22,-128,1.148171
-20,-128,1.13245
-18,-128,1.14471
-16,-128,1.164413
-14,-128,1.169402
-12,-128,1.169894
-10,-128,1.174178
-8,-128,1.16893
-6,-128,1.160993
-4,-128,1.161655
-2,-128,1.12436
0,-128,1.157993
2,-128,1.150665
4,-128,1.14051
6,-128,1.160977
8,-128,1.154455
10,-128,1.170637
12,-128,1.152831
14,-128,1.14409
16,-128,1.134137
18,-128,1.134427
20,-128,1.178794
22,-128,1.155523
24,-128,1.155987
26,-128,1.150898
28,-128,1.160453
30,-128,1.143779
32,-128,1.145965
34,-128,1.124491
36,-128,1.136105
38,-128,1.261827
40,-128,1.190201
42,-128,1.155923
44,-128,1.150951
46,-128,1.172917
48,-128,1.168898
50,-128,1.16499
52,-128,1.156917
54,-128,1.196522
56,-128,1.171891
58,-128,1.186906
60,-128,1.162953
56,-130,1.181952
54,-130,1.194791
52,-130,1.166648
50,-130,1.166835
48,-130,1.17474
46,-130,1.160653
44,-130,1.166476
42,-130,1.172916
40,-130,1.148874
38,-130,1.274991
