x_rel_mm,y_rel_mm,value
-26,6,1.954415
-28,6,1.957315
-30,6,1.954972
-32,6,1.95963
-34,6,1.956316
-36,6,1.98241
-38,6,1.953764
-40,6,1.962794
-42,6,1.129172
-44,6,1.964225
-46,6,1.962961
-48,6,1.963161
-50,6,1.96436
-52,6,1.955129
-54,6,1.948337
-56,6,1.953528
-58,6,1.956898
-60,6,1.953313
-62,6,1.95913
-64,6,1.955461
-66,6,1.956347
-68,6,1.95416
-70,6,1.945739
-72,6,1.950378
-74,6,1.949004
-76,6,1.954523
-78,6,1.955325
-80,6,1.957317
-82,6,1.956339
-84,6,1.959248
-86,6,1.964764
-88,6,1.962817
-90,6,1.95979
-92,6,1.958748
-94,6,1.95863
-96,6,1.955892
-98,6,1.960719
-100,6,1.958291
-102,6,1.956458
-104,6,1.957485
-106,6,1.955869
-108,6,1.950524
-110,6,1.947458
-112,6,1.937066
-114,6,1.938332
-116,6,1.958033
-118,6,1.948781
-120,6,1.962268
-122,6,1.96521
-124,6,1.958673
-126,6,1.112978
-128,6,1.143558
-130,6,1.122074
-132,6,1.123269
-134,6,1.144734
-136,6,1.118784
-138,6,1.134518
-140,6,1.133149
-140,4,1.134245
-138,4,1.125912
-136,4,1.134746
-134,4,1.149793
-132,4,1.129544
-130,4,1.155625
-128,4,1.143766
-126,4,1.121366
-124,4,1.955906
-122,4,1.968015
-120,4,1.969283
-118,4,1.964519
-116,4,1.962894
-114,4,1.955533
-112,4,1.95641
-110,4,1.948706
-108,4,1.945987
-106,4,1.940452
-104,4,1.94911
-102,4,1.959674
-100,4,1.964529
-98,4,1.960915
-96,4,1.97095
-94,4,1.972573
-92,4,1.966812
-90,4,1.95825
-88,4,1.953876
-86,4,1.944292
-84,4,1.940199
-82,4,1.954182
-80,4,1.959397
-78,4,1.972565
-76,4,1.962253
-74,4,1.959593
-72,4,1.963074
-70,4,1.962382
-68,4,1.958574
-66,4,1.962471
-64,4,1.960688
-62,4,1.961477
-60,4,1.959344
-58,4,1.953247
-56,4,1.950835
-54,4,1.944448
-52,4,1.955774
-50,4,1.968397
-48,4,1.968608
-46,4,1.976146
-44,4,1.976461
-42,4,1.144445
-40,4,1.94967
-38,4,1.952547
-36,4,1.961697
-34,4,1.975311
-32,4,1.936205
-30,4,1.94328
-28,4,1.943876
-26,4,1.958257
-24,4,1.964659
-22,4,1.964051
-20,4,1.974129
-18,4,1.967593
-16,4,1.959782
-14,4,1.965012
-12,4,1.959613
-10,4,1.969738
-8,4,1.962363
-6,4,1.957072
-4,4,1.958605
-2,4,1.959842
0,4,1.959749
2,4,1.962271
4,4,1.964706
6,4,1.950705
8,4,1.968673
10,4,1.97169
12,4,1.972018
14,4,1.966178
16,4,1.959317
18,4,1.963943
20,4,1.961388
22,4,1.964689
24,4,1.956549
26,4,1.965591
28,4,1.959983
30,4,1.960367
32,4,1.957347
34,4,1.965545
36,4,1.994595
38,4,1.967851
40,4,1.970666
42,4,1.14923
44,4,1.971853
46,4,1.982373
48,4,1.97684
50,4,1.974474
52,4,1.970553
54,4,1.957596
56,4,1.955845
58,4,1.956374
60,4,1.965907
62,4,1.96906
64,4,1.974016
66,4,1.97148
68,4,1.9711
70,4,1.9698
72,4,1.964444
74,4,1.967274
76,4,1.958114
78,4,1.965351
80,4,1.963804
82,4,1.966405
84,4,1.966466
86,4,1.954934
88,4,1.963976
90,4,1.973484
92,4,1.964589
94,4,1.961108
96,4,1.960959
98,4,1.962401
100,4,1.966212
102,4,1.965595
104,4,1.963073
106,4,1.969324
108,4,1.968252
110,4,1.967133
112,4,1.966994
114,4,1.96816
116,4,1.96387
118,4,1.972347
120,4,1.963977
122,4,1.974433
124,4,1.981318
126,4,1.972814
128,4,1.140592
130,4,1.133586
132,4,1.145272
134,4,1.140651
136,4,1.166126
138,4,1.169252
140,4,1.159437
140,2,1.1963
138,2,1.173128
136,2,1.15473
134,2,1.163085
132,2,1.139254
130,2,1.146791
128,2,1.139685
126,2,1.964805
124,2,1.973166
122,2,1.982196
120,2,1.984451
118,2,1.961655
116,2,1.967453
114,2,1.956327
112,2,1.96317
110,2,1.960759
108,2,1.969149
106,2,1.96363
104,2,1.95922
102,2,1.967021
100,2,1.969942
98,2,1.967831
96,2,1.964283
94,2,1.962151
92,2,1.961228
90,2,1.967084
88,2,1.96773
86,2,1.978107
84,2,1.964336
82,2,1.962749
80,2,1.954699
78,2,1.962356
76,2,1.96021
74,2,1.954135
72,2,1.960623
70,2,1.972517
68,2,1.966169
66,2,1.969541
64,2,1.974373
62,2,1.965909
60,2,1.966297
58,2,1.959191
56,2,1.953159
54,2,1.956199
52,2,1.966236
50,2,1.962455
48,2,1.964382
46,2,1.95879
44,2,1.97486
42,2,1.140148
40,2,1.979973
38,2,1.971861
36,2,1.986859
34,2,1.963279
32,2,1.955967
30,2,1.953078
28,2,1.958712
26,2,1.95681
24,2,1.960584
22,2,1.962748
20,2,1.960996
18,2,1.965076
16,2,1.963379
14,2,1.964807
12,2,1.972697
10,2,1.969738
8,2,1.96732
6,2,1.961799
4,2,1.961812
2,2,1.963009
0,2,1.955188
-2,2,1.961642
-4,2,1.957365
-6,2,1.961692
-8,2,1.96344
-10,2,1.973277
-12,2,1.961515
-14,2,1.965577
-16,2,1.96668
-18,2,1.972428
-20,2,1.974293
-22,2,1.963336
-24,2,1.966006
-26,2,1.961509
-28,2,1.958556
-30,2,1.954102
-32,2,1.953495
-34,2,1.950807
-36,2,1.962159
-38,2,1.960366
-40,2,1.951065
-42,2,1.134398
-44,2,1.978827
-46,2,1.967667
-48,2,1.967408
-50,2,1.963036
-52,2,1.952692
-54,2,1.958047
-56,2,1.956177
-58,2,1.963144
-60,2,1.966576
-62,2,1.960914
-64,2,1.957466
-66,2,1.958445
-68,2,1.957418
-70,2,1.957649
-72,2,1.958305
-74,2,1.962443
-76,2,1.949734
-78,2,1.951337
-80,2,1.957981
-82,2,1.967125
-84,2,1.94905
-86,2,1.947791
-88,2,1.951506
-90,2,1.965227
-92,2,1.962621
-94,2,1.96951
-96,2,1.963585
-98,2,1.956711
-100,2,1.956465
-102,2,1.947928
-104,2,1.953233
-106,2,1.95015
-108,2,1.94584
-110,2,1.940662
-112,2,1.946168
-114,2,1.943328
-116,2,1.943854
-118,2,1.947785
-120,2,1.968182
-122,2,1.950719
-124,2,1.956483
-126,2,1.141728
-128,2,1.143529
-130,2,1.130947
-132,2,1.144466
-134,2,1.1257
-136,2,1.138603
-138,2,1.12854
-140,2,1.14123
-142,0,1.122001
-140,0,1.138141
-138,0,1.126915
-136,0,1.117068
-134,0,1.13722
-132,0,1.132727
-130,0,1.128795
-128,0,1.13897
-126,0,1.172866
-124,0,1.151999
-122,0,1.163554
-120,0,1.170259
-118,0,1.137381
-116,0,1.152415
-114,0,1.152776
-112,0,1.15062
-110,0,1.157063
-108,0,1.162236
-106,0,1.161413
-104,0,1.161524
-102,0,1.145381
-100,0,1.173978
-98,0,1.158817
-96,0,1.168355
-94,0,1.166089
-92,0,1.15355
-90,0,1.157544
-88,0,1.156705
-86,0,1.143208
-84,0,1.15196
-82,0,1.137765
-80,0,1.160856
-78,0,1.162415
-76,0,1.16554
-74,0,1.170476
-72,0,1.159825
-70,0,1.16351
-68,0,1.166179
-66,0,1.170199
-64,0,1.138808
-62,0,1.148885
-60,0,1.153689
-58,0,1.167515
-56,0,1.155149
-54,0,1.152848
-52,0,1.154055
-50,0,1.156179
-48,0,1.147619
-46,0,1.139588
-44,0,1.138012
-42,0,1.147161
-40,0,1.150933
-38,0,1.158029
-36,0,1.155185
-34,0,1.143644
-32,0,1.133035
-30,0,1.142418
-28,0,1.152255
-26,0,1.151671
-24,0,1.150839
-22,0,1.147541
-20,0,1.151352
-18,0,1.157048
-16,0,1.153518
-14,0,1.155431
-12,0,1.157658
-10,0,1.148883
-8,0,1.15751
-6,0,1.150109
-4,0,1.149439
-2,0,1.165169
0,0,1.140705
2,0,1.147429
4,0,1.15219
6,0,1.155056
8,0,1.157252
10,0,1.155499
12,0,1.161012
14,0,1.154959
16,0,1.154285
18,0,1.153686
20,0,1.156057
22,0,1.152243
24,0,1.153375
26,0,1.154243
28,0,1.149521
30,0,1.146347
32,0,1.142183
34,0,1.147792
36,0,1.139673
38,0,1.145145
40,0,1.147109
42,0,1.14556
44,0,1.14364
46,0,1.149373
48,0,1.150221
50,0,1.162475
52,0,1.155304
54,0,1.163588
56,0,1.147526
58,0,1.131315
60,0,1.155593
62,0,1.164568
64,0,1.171169
66,0,1.155817
68,0,1.156193
70,0,1.157013
72,0,1.145619
74,0,1.151628
76,0,1.164689
78,0,1.16248
80,0,1.146826
82,0,1.164413
84,0,1.164062
86,0,1.168581
88,0,1.153158
90,0,1.14503
92,0,1.160101
94,0,1.165144
96,0,1.164064
98,0,1.165738
100,0,1.169551
102,0,1.167776
104,0,1.149853
106,0,1.156265
108,0,1.156539
110,0,1.158423
112,0,1.15902
114,0,1.158158
116,0,1.159428
118,0,1.255022
120,0,1.153024
122,0,1.200364
124,0,1.15304
126,0,1.161457
128,0,1.146173
130,0,1.179557
132,0,1.122597
134,0,1.135118
136,0,1.159686
138,0,1.150324
140,0,1.203796
142,0,1.186475
140,-2,1.170379
138,-2,1.173488
136,-2,1.162836
134,-2,1.145549
132,-2,1.139916
130,-2,1.152516
128,-2,1.169142
126,-2,1.972295
124,-2,1.967148
122,-2,1.970198
120,-2,1.966341
118,-2,1.954702
116,-2,1.966024
114,-2,1.96714
112,-2,1.964907
110,-2,1.968615
108,-2,1.958106
106,-2,1.961896
104,-2,1.96151
102,-2,1.966335
100,-2,1.96804
98,-2,1.976747
96,-2,1.971513
94,-2,1.957614
92,-2,1.961177
90,-2,1.960025
88,-2,1.963256
86,-2,1.962528
84,-2,1.96064
82,-2,1.95733
80,-2,1.963654
78,-2,1.963612
76,-2,1.970671
74,-2,1.96635
72,-2,1.963957
70,-2,1.956825
68,-2,1.962233
66,-2,1.955131
64,-2,1.974864
62,-2,1.967371
60,-2,1.961525
58,-2,1.955252
56,-2,1.950569
54,-2,1.955992
52,-2,1.96558
50,-2,1.967948
48,-2,1.967835
46,-2,1.979531
44,-2,1.959546
42,-2,1.136315
40,-2,1.951686
38,-2,1.968738
36,-2,1.962713
34,-2,1.964358
32,-2,1.955071
30,-2,1.960109
28,-2,1.957376
26,-2,1.963656
24,-2,1.962047
22,-2,1.964155
20,-2,1.962742
18,-2,1.963421
16,-2,1.962715
14,-2,1.965235
12,-2,1.975641
10,-2,1.959123
8,-2,1.968794
6,-2,1.97221
4,-2,1.961604
2,-2,1.959668
0,-2,1.96274
-2,-2,1.959448
-4,-2,1.966016
-6,-2,1.959182
-8,-2,1.972301
-10,-2,1.965518
-12,-2,1.966474
-14,-2,1.964468
-16,-2,1.96762
-18,-2,1.96098
-20,-2,1.960518
-22,-2,1.951782
-24,-2,1.951742
-26,-2,1.948584
-28,-2,1.951916
-30,-2,1.948881
-32,-2,1.947815
-34,-2,1.9637
-36,-2,1.957851
-38,-2,1.957898
-40,-2,1.956456
-42,-2,1.146221
-44,-2,1.956969
-46,-2,1.965747
-48,-2,1.967318
-50,-2,1.975592
-52,-2,1.967316
-54,-2,1.970302
-56,-2,1.967931
-58,-2,1.969025
-60,-2,1.958778
-62,-2,1.955047
-64,-2,1.947546
-66,-2,1.94736
-68,-2,1.946778
-70,-2,1.950171
-72,-2,1.956819
-74,-2,1.957144
-76,-2,1.952995
-78,-2,1.942306
-80,-2,1.958698
-82,-2,1.946795
-84,-2,1.954494
-86,-2,1.949818
-88,-2,1.952885
-90,-2,1.94936
-92,-2,1.954618
-94,-2,1.953221
-96,-2,1.950377
-98,-2,1.948372
-100,-2,1.958234
-102,-2,1.954661
-104,-2,1.960622
-106,-2,1.958695
-108,-2,1.952
-110,-2,1.948558
-112,-2,1.949174
-114,-2,1.944376
-116,-2,1.963315
-118,-2,1.964396
-120,-2,1.959906
-122,-2,1.965449
-124,-2,1.957543
-126,-2,1.133464
-128,-2,1.139134
-130,-2,1.158819
-132,-2,1.151348
-134,-2,1.149956
-136,-2,1.126372
-138,-2,1.146066
-140,-2,1.140378
-140,-4,1.119057
-138,-4,1.131778
-136,-4,1.153155
-134,-4,1.145315
-132,-4,1.150755
-130,-4,1.136756
-128,-4,1.173595
-126,-4,1.125507
-124,-4,1.960414
-122,-4,1.96091
-120,-4,1.976502
-118,-4,1.973594
-116,-4,1.965901
-114,-4,1.944529
-112,-4,1.949585
-110,-4,1.95832
-108,-4,1.959462
-106,-4,1.959768
-104,-4,1.960242
-102,-4,1.961409
-100,-4,1.964345
-98,-4,1.961194
-96,-4,1.955446
-94,-4,1.947966
-92,-4,1.945416
-90,-4,1.952828
-88,-4,1.959646
-86,-4,1.962285
-84,-4,1.945094
-82,-4,1.951713
-80,-4,1.937497
-78,-4,1.942155
-76,-4,1.95515
-74,-4,1.960771
-72,-4,1.954185
-70,-4,1.960016
-68,-4,1.956484
-66,-4,1.945533
-64,-4,1.943986
-62,-4,1.946396
-60,-4,1.956796
-58,-4,1.967315
-56,-4,1.962442
-54,-4,1.972091
-52,-4,1.969731
-50,-4,1.977845
-48,-4,1.966611
-46,-4,1.971082
-44,-4,1.962202
-42,-4,1.143505
-40,-4,1.967864
-38,-4,1.94866
-36,-4,1.964286
-34,-4,1.975803
-32,-4,1.947038
-30,-4,1.948298
-28,-4,1.954061
-26,-4,1.948293
-24,-4,1.946986
-22,-4,1.947766
-20,-4,1.952392
-18,-4,1.955869
-16,-4,1.963313
-14,-4,1.964438
-12,-4,1.970267
-10,-4,1.965068
-8,-4,1.976052
-6,-4,1.956954
-4,-4,1.963134
-2,-4,1.965029
0,-4,1.958034
2,-4,1.958265
4,-4,1.961079
6,-4,1.974009
8,-4,1.970388
10,-4,1.956876
12,-4,1.973806
14,-4,1.967221
16,-4,1.963808
18,-4,1.964669
20,-4,1.96344
22,-4,1.965788
24,-4,1.967955
26,-4,1.964613
28,-4,1.961233
30,-4,1.9661
32,-4,1.96133
34,-4,1.967523
36,-4,1.972648
38,-4,1.958386
40,-4,1.958821
42,-4,1.145417
44,-4,1.968533
46,-4,1.976523
48,-4,1.973155
50,-4,1.968942
52,-4,1.973529
54,-4,1.954171
56,-4,1.947371
58,-4,1.958448
60,-4,1.958324
62,-4,1.966857
64,-4,1.974576
66,-4,1.956988
68,-4,1.956476
70,-4,1.960525
72,-4,1.962524
74,-4,1.960992
76,-4,1.971458
78,-4,1.970835
80,-4,1.959627
82,-4,1.956956
84,-4,1.953862
86,-4,1.954902
88,-4,1.952678
90,-4,1.953595
92,-4,1.960273
94,-4,1.956484
96,-4,1.975217
98,-4,1.977563
100,-4,1.97365
102,-4,1.964883
104,-4,1.959156
106,-4,1.959061
108,-4,1.960464
110,-4,1.962322
112,-4,1.958874
114,-4,1.955106
116,-4,1.957843
118,-4,1.971143
120,-4,1.969084
122,-4,1.993166
124,-4,1.973129
126,-4,1.970258
128,-4,1.157349
130,-4,1.1534
132,-4,1.155056
134,-4,1.120972
136,-4,1.155209
138,-4,1.156716
140,-4,1.169451
140,-6,1.170893
138,-6,1.143468
136,-6,1.160463
134,-6,1.1658
132,-6,1.160755
130,-6,1.1654
128,-6,1.175492
126,-6,1.977666
124,-6,1.965298
122,-6,1.958253
120,-6,1.970291
118,-6,1.952147
116,-6,1.965429
114,-6,1.96547
112,-6,1.970006
110,-6,1.969043
108,-6,1.974534
106,-6,1.971812
104,-6,1.971619
102,-6,1.968922
100,-6,1.965869
98,-6,1.963008
96,-6,1.95561
94,-6,1.959319
92,-6,1.958495
90,-6,1.963699
88,-6,1.959978
86,-6,1.96354
84,-6,1.966094
82,-6,1.946556
80,-6,1.957296
78,-6,1.968377
76,-6,1.974802
74,-6,1.953771
72,-6,1.956591
70,-6,1.958427
68,-6,1.953183
66,-6,1.95691
64,-6,1.972096
62,-6,1.968543
60,-6,1.967521
58,-6,1.965477
56,-6,1.961676
54,-6,1.962983
52,-6,1.975409
50,-6,1.97237
48,-6,1.971533
46,-6,1.965613
44,-6,1.93893
42,-6,1.137618
40,-6,1.985063
38,-6,1.95894
36,-6,1.968873
34,-6,1.964788
32,-6,1.958594
30,-6,1.964633
28,-6,1.962432
26,-6,1.967735
24,-6,1.972298
22,-6,1.971329
20,-6,1.97378
18,-6,1.975901
16,-6,1.97055
14,-6,1.96632
12,-6,1.969876
10,-6,1.968673
8,-6,1.957565
6,-6,1.96402
4,-6,1.96862
2,-6,1.972536
0,-6,1.971206
-2,-6,1.973065
-4,-6,1.970715
-6,-6,1.96745
-8,-6,1.970923
-10,-6,1.958769
-12,-6,1.964282
-14,-6,1.960147
-16,-6,1.961902
-18,-6,1.958762
-20,-6,1.958119
-22,-6,1.951332
-24,-6,1.95224
-26,-6,1.95102
-28,-6,1.952222
-30,-6,1.949479
-32,-6,1.950049
-34,-6,1.95439
-36,-6,1.957933
-38,-6,1.969757
-40,-6,1.956887
-42,-6,1.165112
-44,-6,1.959034
-46,-6,1.959085
-48,-6,1.963204
-50,-6,1.96055
-52,-6,1.954297
-54,-6,1.952151
-56,-6,1.951508
-58,-6,1.956635
-60,-6,1.959336
-62,-6,1.958802
-64,-6,1.955867
-66,-6,1.963689
-68,-6,1.964412
-70,-6,1.967051
-72,-6,1.965599
-74,-6,1.96866
-76,-6,1.964509
-78,-6,1.963914
-80,-6,1.967426
-82,-6,1.967164
-84,-6,1.961896
-86,-6,1.962161
-88,-6,1.962974
-90,-6,1.967815
-92,-6,1.964029
-94,-6,1.968203
-96,-6,1.961212
-98,-6,1.956835
-100,-6,1.955052
-102,-6,1.945341
-104,-6,1.940879
-106,-6,1.939142
-108,-6,1.943508
-110,-6,1.946804
-112,-6,1.953907
-114,-6,1.951021
-116,-6,1.948078
-118,-6,1.963772
-120,-6,1.95488
-122,-6,1.963614
-124,-6,1.95866
-126,-6,1.130925
-128,-6,1.144852
-130,-6,1.157282
-132,-6,1.146664
-134,-6,1.153713
-136,-6,1.139077
-138,-6,1.138052
-140,-6,1.136814
-140,-8,1.133435
-138,-8,1.132832
-136,-8,1.132277
-134,-8,1.137244
-132,-8,1.121938
-130,-8,1.138532
-128,-8,1.139579
-126,-8,1.145594
-124,-8,1.965123
-122,-8,1.971604
-120,-8,1.976046
-118,-8,1.956928
-116,-8,1.93914
-114,-8,1.945601
-112,-8,1.949744
-110,-8,1.955333
-108,-8,1.961611
-106,-8,1.965422
-104,-8,1.963539
-102,-8,1.961815
-100,-8,1.961419
-98,-8,1.961109
-96,-8,1.953998
-94,-8,1.9555
-92,-8,1.960934
-90,-8,1.962303
-88,-8,1.959537
-86,-8,1.949024
-84,-8,1.948414
-82,-8,1.96425
-80,-8,1.949984
-78,-8,1.963041
-76,-8,1.948089
-74,-8,1.965362
-72,-8,1.968721
-70,-8,1.959882
-68,-8,1.958261
-66,-8,1.959461
-64,-8,1.96485
-62,-8,1.965362
-60,-8,1.963382
-58,-8,1.952433
-56,-8,1.951093
-54,-8,1.953288
-52,-8,1.950588
-50,-8,1.960836
-48,-8,1.957071
-46,-8,1.958909
-44,-8,1.953293
-42,-8,1.153603
-40,-8,1.966908
-38,-8,1.95563
-36,-8,1.972253
-34,-8,1.979899
-32,-8,1.957449
-30,-8,1.959849
-28,-8,1.958798
-26,-8,1.953969
-24,-8,1.957431
-22,-8,1.958097
-20,-8,1.97322
-18,-8,1.967701
-16,-8,1.968512
-14,-8,1.973274
-12,-8,1.975515
-10,-8,1.978117
-8,-8,1.962387
-6,-8,1.959875
-4,-8,1.977305
-2,-8,1.9745
0,-8,1.971667
2,-8,1.963459
4,-8,1.962378
6,-8,1.967753
8,-8,1.971778
10,-8,1.976145
12,-8,1.971835
14,-8,1.970968
16,-8,1.968342
18,-8,1.971255
20,-8,1.982134
22,-8,1.986272
24,-8,1.965078
26,-8,1.966089
28,-8,1.97125
30,-8,1.963072
32,-8,1.959106
34,-8,1.975839
36,-8,1.988386
38,-8,1.963336
40,-8,1.967225
42,-8,1.136095
44,-8,1.966695
46,-8,1.97152
48,-8,1.96898
50,-8,1.972826
52,-8,1.973602
54,-8,1.958621
56,-8,1.956479
58,-8,1.963383
60,-8,1.960227
62,-8,1.965068
64,-8,1.96639
66,-8,1.962475
68,-8,1.95867
70,-8,1.958117
72,-8,1.962677
74,-8,1.95609
76,-8,1.954154
78,-8,1.969537
80,-8,1.973693
82,-8,1.963488
84,-8,1.96056
86,-8,1.956065
88,-8,1.958693
90,-8,1.957559
92,-8,1.95732
94,-8,1.957561
96,-8,1.959564
98,-8,1.965536
100,-8,1.971156
102,-8,1.973469
104,-8,1.974569
106,-8,1.969422
108,-8,1.971724
110,-8,1.967402
112,-8,1.961005
114,-8,1.956096
116,-8,1.958254
118,-8,1.967208
120,-8,1.977788
122,-8,1.971026
124,-8,1.982542
126,-8,1.972929
128,-8,1.144716
130,-8,1.140342
132,-8,1.149678
134,-8,1.16537
136,-8,1.160684
138,-8,1.168416
140,-8,1.181821
140,-10,1.17941
138,-10,1.174326
136,-10,1.180559
134,-10,1.173862
132,-10,1.150443
130,-10,1.160427
128,-10,1.152639
126,-10,1.962029
124,-10,1.982903
122,-10,1.974809
120,-10,1.968458
118,-10,1.968578
116,-10,1.958059
114,-10,1.960682
112,-10,1.964457
110,-10,1.971231
108,-10,1.9707
106,-10,1.975493
104,-10,1.967545
102,-10,1.97143
100,-10,1.969525
98,-10,1.968096
96,-10,1.962303
94,-10,1.966007
92,-10,1.964641
90,-10,1.965772
88,-10,1.965713
86,-10,1.960883
84,-10,1.956562
82,-10,1.978188
80,-10,1.961321
78,-10,1.956531
76,-10,1.9654
74,-10,1.966581
72,-10,1.968442
70,-10,1.965318
68,-10,1.964759
66,-10,1.957019
64,-10,1.967235
62,-10,1.959709
60,-10,1.961989
58,-10,1.961016
56,-10,1.957484
54,-10,1.958826
52,-10,1.974099
50,-10,1.973569
48,-10,1.976652
46,-10,1.976003
44,-10,1.974859
42,-10,1.164047
40,-10,1.963537
38,-10,1.959643
36,-10,1.961376
34,-10,1.979215
32,-10,1.961569
30,-10,1.96535
28,-10,1.961665
26,-10,1.965319
24,-10,1.961886
22,-10,1.962849
20,-10,1.97555
18,-10,1.969931
16,-10,1.976674
14,-10,1.973518
12,-10,1.974958
10,-10,1.978221
8,-10,1.975439
6,-10,1.962843
4,-10,1.970812
2,-10,1.965381
0,-10,1.965407
-2,-10,1.964642
-4,-10,1.964549
-6,-10,1.954377
-8,-10,1.954912
-10,-10,1.969739
-12,-10,1.975023
-14,-10,1.973159
-16,-10,1.976839
-18,-10,1.977329
-20,-10,1.986136
-22,-10,1.960564
-24,-10,1.950976
-26,-10,1.956737
-28,-10,1.955546
-30,-10,1.960309
-32,-10,1.949104
-34,-10,1.95329
-36,-10,1.961625
-38,-10,1.958185
-40,-10,1.960288
-42,-10,1.145294
-44,-10,1.969719
-46,-10,1.967738
-48,-10,1.964037
-50,-10,1.964996
-52,-10,1.950809
-54,-10,1.954031
-56,-10,1.957751
-58,-10,1.953625
-60,-10,1.954912
-62,-10,1.950754
-64,-10,1.949589
-66,-10,1.955271
-68,-10,1.957838
-70,-10,1.956653
-72,-10,1.959622
-74,-10,1.958986
-76,-10,1.957401
-78,-10,1.953778
-80,-10,1.968869
-82,-10,1.954458
-84,-10,1.955917
-86,-10,1.951688
-88,-10,1.95609
-90,-10,1.955716
-92,-10,1.958342
-94,-10,1.954082
-96,-10,1.957414
-98,-10,1.951985
-100,-10,1.951643
-102,-10,1.951748
-104,-10,1.953839
-106,-10,1.962747
-108,-10,1.959203
-110,-10,1.964998
-112,-10,1.962391
-114,-10,1.96178
-116,-10,1.955006
-118,-10,1.968793
-120,-10,1.951727
-122,-10,1.9619
-124,-10,1.963232
-126,-10,1.134968
-128,-10,1.177445
-130,-10,1.153777
-132,-10,1.144191
-134,-10,1.148215
-136,-10,1.136859
-138,-10,1.150472
-140,-10,1.134988
-140,-12,1.132028
-138,-12,1.14558
-136,-12,1.138182
-134,-12,1.147633
-132,-12,1.135159
-130,-12,1.145703
-128,-12,1.148207
-126,-12,1.135038
-124,-12,1.956887
-122,-12,1.962885
-120,-12,1.973456
-118,-12,1.956321
-116,-12,1.942907
-114,-12,1.94968
-112,-12,1.953531
-110,-12,1.96265
-108,-12,1.960509
-106,-12,1.966821
-104,-12,1.964217
-102,-12,1.971674
-100,-12,1.973213
-98,-12,1.967564
-96,-12,1.958305
-94,-12,1.960117
-92,-12,1.96189
-90,-12,1.966176
-88,-12,1.960354
-86,-12,1.957331
-84,-12,1.961075
-82,-12,1.955296
-80,-12,1.948236
-78,-12,1.954359
-76,-12,1.948563
-74,-12,1.955531
-72,-12,1.961133
-70,-12,1.959127
-68,-12,1.963105
-66,-12,1.968113
-64,-12,1.968507
-62,-12,1.961407
-60,-12,1.958541
-58,-12,1.951551
-56,-12,1.956786
-54,-12,1.965995
-52,-12,1.950581
-50,-12,1.964103
-48,-12,1.962719
-46,-12,1.969931
-44,-12,1.972098
-42,-12,1.148674
-40,-12,1.95758
-38,-12,1.963081
-36,-12,1.975536
-34,-12,1.953856
-32,-12,1.972126
-30,-12,1.955757
-28,-12,1.95617
-26,-12,1.954451
-24,-12,1.961904
-22,-12,1.964929
-20,-12,1.975617
-18,-12,1.967221
-16,-12,1.973488
-14,-12,1.976574
-12,-12,1.972298
-10,-12,1.969103
-8,-12,1.957574
-6,-12,1.959402
-4,-12,1.956169
-2,-12,1.960405
0,-12,1.959456
2,-12,1.958939
4,-12,1.954059
6,-12,1.974393
8,-12,1.977375
10,-12,1.97309
12,-12,1.978834
14,-12,1.978438
16,-12,1.982231
18,-12,1.97904
20,-12,1.975819
22,-12,1.965804
24,-12,1.959363
26,-12,1.955898
28,-12,1.955354
30,-12,1.957644
32,-12,1.951041
34,-12,1.96448
36,-12,1.965036
38,-12,1.971957
40,-12,1.959296
42,-12,1.156174
44,-12,1.960098
46,-12,1.961961
48,-12,1.963011
50,-12,1.970212
52,-12,1.966055
54,-12,1.957528
56,-12,1.953309
58,-12,1.952372
60,-12,1.958933
62,-12,1.958069
64,-12,1.956078
66,-12,1.963647
68,-12,1.964168
70,-12,1.969898
72,-12,1.969033
74,-12,1.967773
76,-12,1.948249
78,-12,1.971486
80,-12,1.957963
82,-12,1.959616
84,-12,1.965011
86,-12,1.965687
88,-12,1.971817
90,-12,1.971021
92,-12,1.969346
94,-12,1.969706
96,-12,1.961489
98,-12,1.967834
100,-12,1.964761
102,-12,1.968118
104,-12,1.972712
106,-12,1.972435
108,-12,1.969206
110,-12,1.972768
112,-12,1.969127
114,-12,1.962465
116,-12,1.97411
118,-12,1.97061
120,-12,1.973919
122,-12,1.968554
124,-12,1.961506
126,-12,1.970501
128,-12,1.16077
130,-12,1.149842
132,-12,1.155503
134,-12,1.165066
136,-12,1.162338
138,-12,1.154098
140,-12,1.168858
140,-14,1.167413
138,-14,1.161176
136,-14,1.16954
134,-14,1.156904
132,-14,1.169779
130,-14,1.153682
128,-14,1.166034
126,-14,1.97942
124,-14,1.982044
122,-14,1.962185
120,-14,1.96073
118,-14,1.983899
116,-14,1.970807
114,-14,1.97367
112,-14,1.971622
110,-14,1.975101
108,-14,1.973186
106,-14,1.976704
104,-14,1.97384
102,-14,1.976446
100,-14,1.971097
98,-14,1.970696
96,-14,1.969301
94,-14,1.964564
92,-14,1.962526
90,-14,1.960711
88,-14,1.959703
86,-14,1.957801
84,-14,1.9567
82,-14,1.969896
80,-14,1.973466
78,-14,1.970331
76,-14,1.974101
74,-14,1.972848
72,-14,1.975616
70,-14,1.973281
68,-14,1.976607
66,-14,1.973726
64,-14,1.975724
62,-14,1.973503
60,-14,1.976656
58,-14,1.970881
56,-14,1.157584
54,-14,1.165409
52,-14,1.160328
50,-14,1.16788
48,-14,1.158025
46,-14,1.178001
